Period,State_1,Nobs_1,Price_Av_1,Price_Med_1,Price_Av_Pure_1,Price_Med_Pure_1,Price_OLS_1,Price_RLS_1,Price_exp_1,Price_ppgLOS_1,State_2,Nobs_2,Price_Av_2,Price_Med_2,Price_Av_Pure_2,Price_Med_Pure_2,Price_OLS_2,Price_RLS_2,Price_exp_2,Price_ppgLOS_2
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , KS , 41 , 1447.48780487805 , 1143 , 283.856087879756 , 86.56181394 , 1140.93652547014 , 676.105945790206 , 2097.43794182549 , 1140.93652547014 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , KS , 39 , 1358.30769230769 , 1264 , 123.812770913744 , 80.41280445 , 1054.64886463082 , 677.711381272972 , 2507.57063818315 , 1054.64886463082 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , KY , 71 , 2201.18309859155 , 1561 , 183.513671619986 , 77.71931253 , 399.827980148765 , 450.263045462606 , 3159.10221284755 , 399.827980148765 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , KY , 53 , 2722.33962264151 , 1713 , 153.061799009057 , 78.62999892 , 915.60713589781 , 768.769697953888 , 2768.5011204669 , 915.60713589781 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , KY , 49 , 1835.30612244898 , 1204 , 99.5327013939388 , 82.24108365 , 1051.32740379951 , 743.326590897335 , 2100.22307541909 , 1051.32740379951 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , KY , 50 , 2486.02 , 1768.5 , 539.04364089474 , 72.19352852 , 378.77715633485 , 345.363077794614 , 2561.0759715062 , 378.77715633485 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , KY , 61 , 2697.65573770492 , 1964 , 149.186582648525 , 73.56963587 , 709.357415301617 , 714.38097599207 , 3183.4005930537 , 709.357415301617 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , KY , 39 , 2029.30769230769 , 1675 , 103.355499881051 , 97.2919347 , 811.957659150575 , 833.866033168706 , 2905.23520977385 , 811.957659150575 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , LA , 236 , 1340.91525423729 , 1068 , 136.635028782068 , 73.769379535 , 601.007004004918 , 433.18800878802 , 2154.59163539196 , 601.007004004918 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , LA , 216 , 1517.44444444444 , 1082 , 339.69581432225 , 66.571261365 , 437.127696145567 , 429.464232697067 , 2654.17149757454 , 437.127696145567 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , LA , 196 , 1648.09183673469 , 1082 , 105.342858681724 , 67.66004898 , 445.849311235414 , 418.37649629697 , 2545.5093199432 , 445.849311235414 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , LA , 194 , 1308.38659793814 , 1013.5 , 155.124765470428 , 68.87866154 , 437.414726754215 , 407.191756913369 , 1932.14483795471 , 437.414726754215 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , LA , 217 , 1444.06912442396 , 1138 , 139.732122183074 , 66.00256294 , 544.916075734156 , 510.352429153875 , 1957.63597734987 , 544.916075734156 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , LA , 190 , 1634.88947368421 , 1076.5 , 608.139260001058 , 69.024411635 , 412.894931960508 , 514.901974577618 , 1556.55361852535 , 412.894931960508 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , LA , 62 , 1274.41935483871 , 1079.5 , 95.5366651035323 , 71.66164799 , 887.200030483045 , 624.425579323288 , 2074.84740610478 , 887.200030483045 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MA , 222 , 1983.5045045045 , 1117.5 , 182.088632236342 , 66.641238815 , 273.747998829738 , 234.161971253231 , 2597.15837914725 , 273.747998829738 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MA , 220 , 1990.83636363636 , 1124.5 , 114.120068253209 , 67.64959298 , 1024.47545908572 , 415.32113798935 , 2226.76901264302 , 1024.47545908572 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MA , 224 , 2192.60267857143 , 1276.5 , 187.030962545308 , 76.3341477 , 190.214586990294 , 245.782769474522 , 2897.17974120028 , 190.214586990294 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MA , 197 , 2156.09137055838 , 1251 , 128.728998790503 , 71.78429644 , 240.409504611073 , 221.698337615483 , 2687.87489976866 , 240.409504611073 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MA , 234 , 1988.51282051282 , 1052.5 , 129.354924026457 , 65.147681085 , 532.687510471336 , 244.096382525869 , 2302.19518937655 , 532.687510471336 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MA , 213 , 1961.79342723005 , 1217 , 270.496023529085 , 69.25054931 , 434.756836498859 , 361.040160993969 , 2653.23390225859 , 434.756836498859 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , MA , 62 , 1969.03225806452 , 1087.5 , 262.132664628936 , 63.355827155 , 157.761565944326 , 95.2664105850822 , 2788.58301327523 , 157.761565944326 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MD , 143 , 1846.04895104895 , 1217 , 156.132484654091 , 71.1757216 , 840.611223588521 , 497.504288772504 , 2643.74219785763 , 840.611223588521 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MD , 185 , 1668.91351351351 , 1076 , 150.081482360935 , 66.33552138 , 554.655402001491 , 443.904538414523 , 2825.21679138142 , 554.655402001491 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MD , 135 , 1871.42962962963 , 1074 , 431.398329255244 , 77.16790843 , 236.288229728978 , 258.03472403328 , 2724.65673685997 , 236.288229728978 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MD , 160 , 1902.1 , 1227 , 211.10297281405 , 68.31342022 , 183.693207630183 , 426.658530376098 , 2612.11700110901 , 183.693207630183 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MD , 152 , 2047.88157894737 , 1193.5 , 140.474102688428 , 81.25455501 , 528.808372502494 , 378.991451440535 , 3076.58427672776 , 528.808372502494 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MD , 145 , 1696.9724137931 , 1182 , 125.365950564828 , 64.65122967 , 538.158274304414 , 443.376677271094 , 2232.45848955935 , 538.158274304414 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , MD , 41 , 1829.90243902439 , 1227 , 4387.26036085476 , 90.86158883 , 481.270823196108 , 500.205079576521 , 3379.03731880049 , 481.270823196108 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , ME , 24 , 1591.91666666667 , 1042 , 317.535252039167 , 140.7533404 , 414.072189884138 , 462.833368916641 , 3255.76998239823 , 414.072189884138 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , ME , 26 , 1568.65384615385 , 1026.5 , 248.178707846577 , 106.2955729 , 1091.36649302859 , 622.920905285883 , 2628.52684003224 , 1091.36649302859 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , ME , 25 , 926.08 , 727 , 112.52595299516 , 116.2240059 , 328.485136990754 , 354.398720788434 , 2455.7177789245 , 328.485136990754 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , ME , 20 , 1009.25 , 915.5 , 207.6844747465 , 160.95811175 , 668.68755827413 , 659.837759928346 , 1899.97202752257 , 668.68755827413 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , ME , 20 , 1524.4 , 1038 , 570.840650434 , 102.97711865 , 399.694314199399 , 403.659779920324 , 2804.51586857784 , 399.694314199399 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , ME , 21 , 1919.28571428571 , 1397 , 165.499982376667 , 156.6829503 , 458.470608589852 , 487.470002067426 , 4249.21414473624 , 458.470608589852 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MI , 133 , 1583.15789473684 , 1173 , 118.787597826985 , 75.05187363 , 647.644489262804 , 519.627181301127 , 2377.08159232982 , 647.644489262804 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MI , 105 , 2594.97142857143 , 1229 , 94.9328192425238 , 60.2565317 , 342.479153112019 , 326.429179990681 , 2866.65062780911 , 342.479153112019 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MI , 119 , 1682.31932773109 , 1075 , 153.935834352151 , 68.11146763 , 563.026175212225 , 467.649807067083 , 2604.30330946789 , 563.026175212225 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MI , 127 , 1760.51181102362 , 1174 , 158.251009773323 , 63.13373495 , 793.606788036877 , 462.646973131917 , 2148.43057485843 , 793.606788036877 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MI , 135 , 1635.65185185185 , 1027 , 189.054553176719 , 61.32578037 , 343.037286978379 , 300.038495859486 , 2923.71386043468 , 343.037286978379 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MI , 116 , 1620.9224137931 , 1094 , 92.880576544819 , 62.968542485 , 660.6047839659 , 572.321538458619 , 2895.28872071688 , 660.6047839659 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , MI , 44 , 1363.88636363636 , 965 , 83.4755522305 , 69.65430973 , 446.592773727067 , 273.677045428387 , 2446.86059706875 , 446.592773727067 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MO , 91 , 1122.05494505495 , 825 , 172.569422126165 , 91.44546588 , 700.962272201275 , 449.351241576064 , 2398.25769156118 , 700.962272201275 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MO , 128 , 1169.0703125 , 956 , 139.414615153695 , 84.094913615 , 449.239084887796 , 287.559887597315 , 3542.37834454084 , 449.239084887796 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MO , 113 , 1737.44247787611 , 1160 , 224.308325326956 , 104.4869017 , 945.289870919013 , 542.316643203595 , 3251.30351448781 , 945.289870919013 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MO , 115 , 1401.14782608696 , 1063 , 323.143507581748 , 81.0197874 , 658.551429702127 , 477.018199937971 , 2947.86417383193 , 658.551429702127 , 
7 , AL , 33 , 1254.36363636364 , 967 , 160.128787477061 , 91.82853465 , 459.184859347112 , 364.102743164253 , 2779.26396773477 , 459.184859347112 , MO , 28 , 867.535714285714 , 647.5 , 295.405753461786 , 124.394426 , 393.433856947412 , 268.269158980342 , 2381.36266768881 , 393.433856947412 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , MS , 70 , 1658.71428571429 , 1035.5 , 121.518965254857 , 63.972781925 , 302.844933811287 , 249.50952171356 , 2791.79882687871 , 302.844933811287 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , MS , 56 , 1394.28571428571 , 1061 , 136.895438740357 , 78.102309985 , 375.209092981504 , 350.98107656329 , 3054.58925939539 , 375.209092981504 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , MS , 80 , 1295.075 , 1000.5 , 155.50522605285 , 78.085614745 , 423.082445835952 , 439.033565272485 , 2382.73505178883 , 423.082445835952 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , MS , 65 , 1307.52307692308 , 1033 , 774.723107798261 , 77.85739746 , 318.36860131699 , 322.207984900841 , 2322.88699283842 , 318.36860131699 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , MS , 55 , 1799.32727272727 , 1072 , 480.465984541127 , 67.19468633 , 467.365305541166 , 371.709741300814 , 3025.21578520545 , 467.365305541166 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , MS , 68 , 1315.44117647059 , 866 , 231.764866984632 , 78.86721282 , 148.542320656483 , 219.311704946965 , 2893.98003005725 , 148.542320656483 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , NC , 36 , 2678.72222222222 , 1374.5 , 86.2488222827778 , 67.145855455 , -6.76362798928401 , 326.723008535873 , 2811.68511879465 , -6.76362798928401 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , NC , 41 , 1812.46341463415 , 1237 , 191.057442632927 , 87.1806483 , 316.198473981226 , 349.789284612619 , 2548.47151907123 , 316.198473981226 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , NC , 35 , 1570.34285714286 , 1115 , 72.8553991803429 , 61.79246931 , 583.7241890922 , 344.663996194024 , 1701.80009673032 , 583.7241890922 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , NC , 57 , 2363.15789473684 , 1801 , 260.951639161544 , 77.44368617 , 859.771264557015 , 635.612531388571 , 3088.2458084533 , 859.771264557015 , 
5 , AL , 87 , 1435.52873563218 , 1025 , 418.716847763816 , 76.5268358 , 499.235738498646 , 510.238131522865 , 2346.62637316495 , 499.235738498646 , NC , 38 , 1821.86842105263 , 1071.5 , 73.2910350122895 , 74.06074168 , 838.212238709449 , 470.411787503633 , 2873.08885816051 , 838.212238709449 , 
6 , AL , 104 , 1540.02884615385 , 1081 , 272.109325897856 , 67.94796648 , 633.109141744071 , 482.233442428929 , 2221.78775603364 , 633.109141744071 , NC , 62 , 1758.75806451613 , 1141 , 131.623995280968 , 80.646744015 , 560.141955121183 , 564.187767476324 , 3176.15399765684 , 560.141955121183 , 
1 , AL , 109 , 1418.17431192661 , 1070 , 113.589520331688 , 70.9225013 , 427.62182670158 , 430.063793367769 , 2214.80958972357 , 427.62182670158 , NH , 26 , 1399.26923076923 , 1359 , 114.032750708615 , 93.46408254 , 222.243870705279 , 133.962858700334 , 3132.49874828361 , 222.243870705279 , 
2 , AL , 124 , 1617.98387096774 , 1172.5 , 2654.29038232673 , 67.156466155 , 351.37115026343 , 367.834100651334 , 2493.91139319714 , 351.37115026343 , NH , 21 , 1577.7619047619 , 926 , 103.977127221 , 72.83862677 , 383.517427858519 , 382.314723049839 , 2481.49069028739 , 383.517427858519 , 
3 , AL , 103 , 1628.39805825243 , 1260 , 147.420791585592 , 69.56252308 , 395.690223782522 , 408.305096659014 , 2332.92518204514 , 395.690223782522 , NH , 19 , 1354 , 1122 , 146.069145311316 , 117.3220801 , 157.54261606193 , 218.184692490523 , 2576.96002440847 , 157.54261606193 , 
4 , AL , 135 , 1537.4962962963 , 1006 , 134.346749513911 , 78.3720926 , 440.017852945826 , 212.906241485832 , 2964.72433975508 , 440.017852945826 , NH , 18 , 1168.11111111111 , 1131.5 , 101.046765157778 , 62.03593895 , 738.723999017785 , 747.514419270868 , 1758.82719359404 , 738.723999017785 , 
